Year,Item,Area harvested,Laying,Milk Animals,Producing Animals/Slaughtered,Production,Stocks,Yield,Yield/Carcass Weight,PRECTOTCORR_Q1,PRECTOTCORR_Q2,PRECTOTCORR_Q3,PRECTOTCORR_Q4,T2M_MAX_Q1,T2M_MAX_Q2,T2M_MAX_Q3,T2M_MAX_Q4,T2M_MIN_Q1,T2M_MIN_Q2,T2M_MIN_Q3,T2M_MIN_Q4,RH2M_Q1,RH2M_Q2,RH2M_Q3,RH2M_Q4,ALLSKY_SFC_SW_DWN_Q1,ALLSKY_SFC_SW_DWN_Q2,ALLSKY_SFC_SW_DWN_Q3,ALLSKY_SFC_SW_DWN_Q4,ALLSKY_SFC_SW_DWN_ANN,PRECTOTCORR_ANN,RH2M_ANN,T2M_MAX_ANN,T2M_MIN_ANN
2005,Cotton seed,,,,,4430000.0,,,,3.78,1.23,6.0,0.07,28.133333333333336,43.653333333333336,44.626666666666665,31.526666666666667,5.11,19.036666666666665,26.633333333333336,8.396666666666667,51.38333333333333,25.136666666666667,40.26333333333333,25.393333333333334,13.856666666666667,24.37,20.89,13.733333333333334,18.24,0.93,35.47,49.06,2.25
2005,Wheat,8358000.0,,,,21612300.0,,2585.8,,3.78,1.23,6.0,0.07,28.133333333333336,43.653333333333336,44.626666666666665,31.526666666666667,5.11,19.036666666666665,26.633333333333336,8.396666666666667,51.38333333333333,25.136666666666667,40.26333333333333,25.393333333333334,13.856666666666667,24.37,20.89,13.733333333333334,18.24,0.93,35.47,49.06,2.25
2006,Cotton seed,,,,,4065200.0,,,,1.19,2.13,3.38,2.56,30.673333333333332,46.0,43.93666666666667,32.47666666666667,6.673333333333333,20.58666666666667,24.89,9.306666666666667,38.81,22.99,42.28666666666667,46.60666666666666,14.829999999999998,23.86,20.253333333333334,12.396666666666667,17.85,0.78,37.71,47.54,-0.72
2006,Wheat,8447900.0,,,,21276900.0,,2518.6,,1.19,2.13,3.38,2.56,30.673333333333332,46.0,43.93666666666667,32.47666666666667,6.673333333333333,20.58666666666667,24.89,9.306666666666667,38.81,22.99,42.28666666666667,46.60666666666666,14.829999999999998,23.86,20.253333333333334,12.396666666666667,17.85,0.78,37.71,47.54,-0.72
2007,Cotton seed,,,,,3694900.0,,,,5.109999999999999,4.32,7.2,0.12,30.74,46.54666666666666,43.96333333333333,31.830000000000002,5.633333333333333,21.18,25.106666666666666,9.506666666666666,51.78333333333333,29.74,45.376666666666665,32.193333333333335,14.62,24.566666666666666,20.28,13.339999999999998,18.23,1.38,39.64,50.29,1.81
2007,Wheat,8578000.0,,,,23294600.0,,2715.6,,5.109999999999999,4.32,7.2,0.12,30.74,46.54666666666666,43.96333333333333,31.830000000000002,5.633333333333333,21.18,25.106666666666666,9.506666666666666,51.78333333333333,29.74,45.376666666666665,32.193333333333335,14.62,24.566666666666666,20.28,13.339999999999998,18.23,1.38,39.64,50.29,1.81
2008,Cotton seed,,,,,3760000.0,,,,0.82,4.5,7.91,0.8400000000000001,31.03,44.49333333333334,43.413333333333334,33.379999999999995,4.57,22.456666666666667,26.099999999999998,9.543333333333333,30.633333333333336,32.723333333333336,43.78666666666667,35.10333333333333,15.69,22.486666666666665,20.220000000000002,12.950000000000001,17.84,1.17,35.57,46.19,-0.23
2008,Wheat,8549800.0,,,,20958800.0,,2451.4,,0.82,4.5,7.91,0.8400000000000001,31.03,44.49333333333334,43.413333333333334,33.379999999999995,4.57,22.456666666666667,26.099999999999998,9.543333333333333,30.633333333333336,32.723333333333336,43.78666666666667,35.10333333333333,15.69,22.486666666666665,20.220000000000002,12.950000000000001,17.84,1.17,35.57,46.19,-0.23
2009,Cotton seed,,,,,4138200.0,,,,1.7,1.1500000000000001,5.0,0.8,29.296666666666667,45.580000000000005,45.336666666666666,33.04,6.986666666666667,19.580000000000002,26.13,8.803333333333333,43.14666666666667,26.076666666666668,37.449999999999996,29.353333333333335,15.07,24.906666666666666,21.223333333333333,12.856666666666667,18.52,0.72,33.98,48.29,4.25
2009,Wheat,9046000.0,,,,24033000.0,,2656.8,,1.7,1.1500000000000001,5.0,0.8,29.296666666666667,45.580000000000005,45.336666666666666,33.04,6.986666666666667,19.580000000000002,26.13,8.803333333333333,43.14666666666667,26.076666666666668,37.449999999999996,29.353333333333335,15.07,24.906666666666666,21.223333333333333,12.856666666666667,18.52,0.72,33.98,48.29,4.25
2010,Cotton seed,,,,,3664600.0,,,,1.37,1.3800000000000001,14.25,0.04,31.790000000000003,47.57333333333333,42.99333333333334,31.05666666666666,5.936666666666667,22.626666666666665,23.206666666666667,9.12,34.800000000000004,22.63,52.86333333333334,34.56333333333333,14.520000000000001,24.136666666666667,19.566666666666666,13.39,17.91,1.44,36.23,49.26,2.57
2010,Wheat,9131600.0,,,,23310800.0,,2552.8,,1.37,1.3800000000000001,14.25,0.04,31.790000000000003,47.57333333333333,42.99333333333334,31.05666666666666,5.936666666666667,22.626666666666665,23.206666666666667,9.12,34.800000000000004,22.63,52.86333333333334,34.56333333333333,14.520000000000001,24.136666666666667,19.566666666666666,13.39,17.91,1.44,36.23,49.26,2.57
2011,Cotton seed,,,,,4293300.0,,,,0.76,2.76,9.96,0.11,29.209999999999997,46.1,42.03666666666667,32.193333333333335,4.579999999999999,21.416666666666668,25.25,8.86,40.330000000000005,26.77,54.803333333333335,34.89,14.593333333333334,23.916666666666668,19.226666666666667,13.270000000000001,17.78,1.14,39.07,47.31,1.4
2011,Wheat,8900700.0,,,,25213800.0,,2832.8,,0.76,2.76,9.96,0.11,29.209999999999997,46.1,42.03666666666667,32.193333333333335,4.579999999999999,21.416666666666668,25.25,8.86,40.330000000000005,26.77,54.803333333333335,34.89,14.593333333333334,23.916666666666668,19.226666666666667,13.270000000000001,17.78,1.14,39.07,47.31,1.4
2012,Cotton seed,,,,,4149100.0,,,,0.44,1.8699999999999999,9.57,0.6000000000000001,29.366666666666664,44.74333333333333,44.973333333333336,32.03333333333333,1.87,21.49666666666667,25.41,8.450000000000001,35.08,27.346666666666664,43.77,36.31333333333333,15.193333333333333,24.28333333333333,19.796666666666667,13.323333333333332,18.15,1.04,35.61,48.74,-1.71
2012,Wheat,8649800.0,,,,23473400.0,,2713.8,,0.44,1.8699999999999999,9.57,0.6000000000000001,29.366666666666664,44.74333333333333,44.973333333333336,32.03333333333333,1.87,21.49666666666667,25.41,8.450000000000001,35.08,27.346666666666664,43.77,36.31333333333333,15.193333333333333,24.28333333333333,19.796666666666667,13.323333333333332,18.15,1.04,35.61,48.74,-1.71
2013,Cotton seed,,,,,4071366.0,,,,3.49,3.44,2.9499999999999997,0.64,28.143333333333334,44.669999999999995,43.48666666666667,32.199999999999996,4.0200000000000005,19.150000000000002,26.833333333333332,8.636666666666667,44.89666666666667,30.583333333333332,38.92333333333333,32.160000000000004,14.799999999999999,24.3,20.233333333333334,12.660000000000002,18.02,0.86,36.51,48.04,0.27
2013,Wheat,8660077.0,,,,24211360.0,,2795.7,,3.49,3.44,2.9499999999999997,0.64,28.143333333333334,44.669999999999995,43.48666666666667,32.199999999999996,4.0200000000000005,19.150000000000002,26.833333333333332,8.636666666666667,44.89666666666667,30.583333333333332,38.92333333333333,32.160000000000004,14.799999999999999,24.3,20.233333333333334,12.660000000000002,18.02,0.86,36.51,48.04,0.27
2014,Cotton seed,,,,,4442697.0,,,,1.03,3.4699999999999998,5.96,1.09,28.673333333333332,45.51,43.56333333333333,32.35333333333333,3.0066666666666673,19.843333333333334,25.916666666666668,9.746666666666666,36.656666666666666,29.909999999999997,41.50666666666667,35.156666666666666,14.79,24.236666666666665,20.69,12.65,18.1,0.97,35.81,47.06,0.01
2014,Wheat,9199318.0,,,,25979399.0,,2824.1,,1.03,3.4699999999999998,5.96,1.09,28.673333333333332,45.51,43.56333333333333,32.35333333333333,3.0066666666666673,19.843333333333334,25.916666666666668,9.746666666666666,36.656666666666666,29.909999999999997,41.50666666666667,35.156666666666666,14.79,24.236666666666665,20.69,12.65,18.1,0.97,35.81,47.06,0.01
2015,Cotton seed,,,,,3184816.0,,,,4.26,1.79,5.54,0.32,30.383333333333336,44.623333333333335,43.53666666666667,32.04333333333333,5.296666666666667,20.62666666666667,25.689999999999998,9.053333333333333,48.370000000000005,31.423333333333332,40.35999999999999,35.35,13.203333333333333,24.143333333333334,19.743333333333336,13.19,17.58,1.0,38.81,46.5,2.94
2015,Wheat,9203874.0,,,,25086174.0,,2725.6,,4.26,1.79,5.54,0.32,30.383333333333336,44.623333333333335,43.53666666666667,32.04333333333333,5.296666666666667,20.62666666666667,25.689999999999998,9.053333333333333,48.370000000000005,31.423333333333332,40.35999999999999,35.35,13.203333333333333,24.143333333333334,19.743333333333336,13.19,17.58,1.0,38.81,46.5,2.94
2016,Cotton seed,,,,,3422124.0,,,,2.1100000000000003,1.76,8.33,0.02,31.826666666666664,45.97666666666667,43.300000000000004,33.193333333333335,7.59,23.593333333333334,25.666666666666668,10.893333333333333,36.99666666666667,26.953333333333333,43.43666666666667,25.996666666666666,14.196666666666667,23.956666666666667,20.16333333333333,12.979999999999999,17.82,1.03,33.42,48.57,4.95
2016,Wheat,9223723.0,,,,25633028.0,,2779.0,,2.1100000000000003,1.76,8.33,0.02,31.826666666666664,45.97666666666667,43.300000000000004,33.193333333333335,7.59,23.593333333333334,25.666666666666668,10.893333333333333,36.99666666666667,26.953333333333333,43.43666666666667,25.996666666666666,14.196666666666667,23.956666666666667,20.16333333333333,12.979999999999999,17.82,1.03,33.42,48.57,4.95
2017,Cotton seed,,,,,3823116.0,,,,1.61,3.12,5.5,0.42000000000000004,30.656666666666666,46.57333333333333,42.75666666666667,31.816666666666666,4.04,21.52333333333333,25.47666666666667,9.32,42.15,27.60666666666667,39.54333333333333,30.263333333333332,14.553333333333333,23.566666666666666,19.506666666666668,12.4,17.51,0.89,34.88,48.88,2.91
2017,Wheat,8972422.0,,,,26673703.0,,2972.9,,1.61,3.12,5.5,0.42000000000000004,30.656666666666666,46.57333333333333,42.75666666666667,31.816666666666666,4.04,21.52333333333333,25.47666666666667,9.32,42.15,27.60666666666667,39.54333333333333,30.263333333333332,14.553333333333333,23.566666666666666,19.506666666666668,12.4,17.51,0.89,34.88,48.88,2.91
2018,Cotton seed,,,,,3151152.0,,,,1.11,2.8499999999999996,2.94,0.56,32.03,46.29333333333333,43.99666666666667,32.96666666666667,7.133333333333333,21.536666666666665,26.48,9.856666666666667,34.92666666666667,28.900000000000002,38.22666666666667,31.626666666666665,15.156666666666666,22.89,19.52,13.046666666666667,17.66,0.62,33.4,48.02,3.38
2018,Wheat,8797227.0,,,,25076149.0,,2850.5,,1.11,2.8499999999999996,2.94,0.56,32.03,46.29333333333333,43.99666666666667,32.96666666666667,7.133333333333333,21.536666666666665,26.48,9.856666666666667,34.92666666666667,28.900000000000002,38.22666666666667,31.626666666666665,15.156666666666666,22.89,19.52,13.046666666666667,17.66,0.62,33.4,48.02,3.38
2019,Cotton seed,,,,,2924178.0,,,,2.51,2.96,4.6,1.33,27.48,45.44,45.18,31.463333333333335,4.286666666666666,20.58666666666667,26.653333333333336,9.506666666666666,50.26666666666667,29.973333333333333,41.75,44.61000000000001,13.863333333333335,24.08,19.436666666666667,11.673333333333332,17.27,0.96,41.62,47.57,2.17
2019,Wheat,8677730.0,,,,24348983.0,,2805.9,,2.51,2.96,4.6,1.33,27.48,45.44,45.18,31.463333333333335,4.286666666666666,20.58666666666667,26.653333333333336,9.506666666666666,50.26666666666667,29.973333333333333,41.75,44.61000000000001,13.863333333333335,24.08,19.436666666666667,11.673333333333332,17.27,0.96,41.62,47.57,2.17
2020,Cotton seed,,,,,2252784.0,,,,11.95,6.0,11.42,4.569999999999999,27.439999999999998,43.11000000000001,43.50333333333333,30.813333333333333,5.333333333333333,18.0,24.733333333333334,7.423333333333333,58.39000000000001,50.18,51.193333333333335,47.70666666666667,13.503333333333332,24.21666666666667,19.906666666666666,13.286666666666667,17.72,2.83,51.89,46.24,2.81
2020,Wheat,8804677.0,,,,25247511.0,,2867.5,,11.95,6.0,11.42,4.569999999999999,27.439999999999998,43.11000000000001,43.50333333333333,30.813333333333333,5.333333333333333,18.0,24.733333333333334,7.423333333333333,58.39000000000001,50.18,51.193333333333335,47.70666666666667,13.503333333333332,24.21666666666667,19.906666666666666,13.286666666666667,17.72,2.83,51.89,46.24,2.81
2021,Cotton seed,,,,,2679400.0,,,,1.67,2.7199999999999998,6.88,0.35,29.923333333333332,45.24666666666667,44.21333333333333,31.703333333333333,6.3566666666666665,19.876666666666665,27.206666666666667,8.82,47.69,33.266666666666666,44.46666666666667,38.25,15.07,23.19666666666667,20.006666666666664,13.61,17.98,0.97,40.89,47.81,2.27
2021,Wheat,9168249.0,,,,27464081.0,,2995.6,,1.67,2.7199999999999998,6.88,0.35,29.923333333333332,45.24666666666667,44.21333333333333,31.703333333333333,6.3566666666666665,19.876666666666665,27.206666666666667,8.82,47.69,33.266666666666666,44.46666666666667,38.25,15.07,23.19666666666667,20.006666666666664,13.61,17.98,0.97,40.89,47.81,2.27
2022,Cotton seed,,,,,1574541.0,,,,2.76,3.2199999999999998,15.700000000000001,0.75,30.136666666666667,46.60333333333333,40.43,31.33666666666667,5.56,19.73,25.043333333333333,10.2,51.0,24.51,64.80333333333334,47.22,14.700000000000001,24.043333333333333,17.98,13.046666666666667,17.44,1.89,46.91,47.73,2.84
2022,Wheat,8976900.0,,,,26208672.0,,2919.6,,2.76,3.2199999999999998,15.700000000000001,0.75,30.136666666666667,46.60333333333333,40.43,31.33666666666667,5.56,19.73,25.043333333333333,10.2,51.0,24.51,64.80333333333334,47.22,14.700000000000001,24.043333333333333,17.98,13.046666666666667,17.44,1.89,46.91,47.73,2.84
2023,Cotton seed,,,,,3173034.0,,,,2.8,6.300000000000001,7.25,1.3399999999999999,29.5,44.56666666666666,43.99333333333333,32.02333333333333,3.943333333333334,17.163333333333334,24.763333333333332,11.546666666666667,45.76333333333333,42.870000000000005,51.13333333333333,45.833333333333336,14.593333333333334,23.150000000000002,19.536666666666665,12.386666666666665,17.42,1.49,46.45,47.41,-2.8
2023,Wheat,9032688.0,,,,28160527.0,,3117.6,,2.8,6.300000000000001,7.25,1.3399999999999999,29.5,44.56666666666666,43.99333333333333,32.02333333333333,3.943333333333334,17.163333333333334,24.763333333333332,11.546666666666667,45.76333333333333,42.870000000000005,51.13333333333333,45.833333333333336,14.593333333333334,23.150000000000002,19.536666666666665,12.386666666666665,17.42,1.49,46.45,47.41,-2.8
2024,Wheat,9734249.0,,,,31814444.0,,3268.3,,1.74,2.48,13.57,0.27,29.253333333333334,44.93666666666667,43.330000000000005,32.9,3.8766666666666665,19.106666666666666,25.37,11.036666666666667,40.95333333333333,29.939999999999998,56.48333333333334,42.71666666666667,12.943333333333333,23.64,18.209999999999997,12.573333333333332,16.84,1.52,42.54,48.81,2.84
